205.66,170.2094,431.7427,232.9343,146.4808,150.843,541.0074,1302.8955,940.1924,511.3262,487.5125,710.1358,875.7865,1039.9732,965.181,644.6254,682.8524,138.9782,494.9733,1393.7575,1184.479,908.838,305.432,247.783
168.4767,218.397,143.6561,309.5924,293.8436,176.022,419.104,1593.7967,1183.707,933.7745,585.969,848.4756,467.6358,96.2863,389.352,364.703,838.5969,749.4932,413.711,1336.4388,1558.122,1496.6639,1294.75,955.689
612.6796,605.2138,165.0288,153.3396,151.084,152.2097,275.2293,1006.9912,854.3304,1286.166,1192.6106,1143.2673,583.0612,556.8422,775.4128,222.852,216.451,216.6451,1401.904,1557.1271,1569.568,1231.27,986.0636,388.838
201.026,355.102,323.5156,184.2483,193.8336,283.9416,406.1352,710.0432,1017.914,1566.7372,752.6997,2178.7324,1233.792,814.302,1891.831,1795.6676,945.4,1376.4717,1187.6524,1175.7679,1512.2676,1181.1,962.639,1050.6392
795.1088,274.7022,161.0466,155.2854,179.2574,209.7284,955.4212,1852.7468,1214.3212,1206.3821,931.5196,909.205,461.58,486.184,519.906,411.2446,210.4668,265.432,444.3687,615.2476,1686.7528,1034.18,414.0178,227.2508
236.0511,206.9567,270.0552,202.767,299.0368,336.7805,398.1818,1359.7061,1040.589,1012.8582,763.43,591.7356,426.0668,86.9218,194.5251,65.8112,195.1222,218.902,602.318,1229.305,617.1972,1016.522,1384.236,237.3592
292.4649,190.8238,180.0483,189.4348,187.928,177.286,790.989,1063.1136,1788.8528,1166.1786,586.2688,1019.6704,1241.3575,796.1642,762.816,818.2273,639.0716,602.77,920.8744,903.0244,1639.892,914.8804,662.7915,307.7195
345.405,205.1784,476.4942,169.8416,147.353,269.2601,524.425,1464.678,987.9563,1114.8196,875.444,763.2086,934.8176,689.5278,593.062,572.3158,845.258,1041.2292,1020.9288,1051.5788,986.564,1199.9064,774.3008,476.954
329.0029,183.337,181.2972,327.88,303.699,216.2272,497.5688,1474.585,725.9973,713.9192,466.6785,783.727,611.946,1425.3628,617.4625,612.5354,831.231,900.6456,1058.7967,1537.3064,1387.8852,1487.485,1519.0088,773.6456
442.605,175.9665,208.1569,200.928,194.801,172.0433,190.59,327.7001,456.78,681.7529,771.3695,1501.454,1003.8896,1094.1652,977.2189,585.4531,1009.9504,1477.3374,1480.88,1352.8952,1483.5876,932.3284,483.8596,298.0541
